chr1	960770	960798
chr1	970841	970857
chr1	976178	976199
chr1	1232633	1232644
chr1	1232807	1232818
chr1	1285956	1285981
chr1	1333607	1333633
chr1	1399284	1399304
chr1	1420235	1420246
chr1	1420962	1420978
chr1	1426151	1426162
chr1	1439720	1439755
chr1	1599534	1599545
chr1	1599938	1600001
chr1	1599986	1600000
chr1	1752909	1752936
chr1	1919189	1919215
chr1	2082398	2082409
chr1	2192907	2192924
chr1	2229006	2229017
chr1	2502590	2502601
chr1	2504392	2504403
chr1	2529506	2529524
chr1	2586798	2586895
chr1	2629380	2629401
chr1	3611201	3611212
chr1	3729422	3729433
chr1	3763264	3763283
chr1	3889971	3889998
chr1	4712267	4712286
chr1	4712523	4712544
chr1	6125792	6125809
chr1	6148999	6149010
chr1	6159418	6159429
chr1	6211066	6211077
chr1	6225179	6225190
chr1	6235739	6235753
chr1	6249422	6249433
chr1	6327386	6327397
chr1	6464415	6464426
chr1	6469123	6469175
chr1	6475951	6475969
chr1	6554118	6554129
chr1	6554307	6554318
chr1	6574731	6574742
chr1	6578783	6578803
chr1	6589013	6589024
chr1	6602172	6602189
chr1	6602684	6602695
chr1	6620009	6620030
chr1	6667733	6667755
chr1	7778152	7778168
chr1	7920852	7920863
chr1	8358581	8358640
chr1	8359783	8359830
chr1	8362802	8362813
chr1	9038885	9038900
chr1	9104532	9104543
chr1	9730582	9730593
chr1	9730649	9730699
chr1	9741133	9741144
chr1	10103045	10103064
chr1	10107280	10107343
chr1	10119518	10119540
chr1	10450245	10450256
chr1	10624387	10624398
chr1	10629799	10629845
chr1	10639028	10639047
chr1	10639080	10639163
chr1	10639083	10639151
chr1	10639216	10639236
chr1	10642285	10642313
chr1	11122014	11122025
chr1	11501035	11501054
chr1	11650739	11650750
chr1	11676922	11676933
chr1	11806287	11806316
chr1	11807150	11807161
chr1	12572762	12572773
chr1	13778596	13778682
chr1	13778600	13778658
chr1	13778627	13778641
chr1	13778642	13778656
chr1	13780948	13781017
chr1	14599119	14599130
chr1	15215311	15215322
chr1	15410071	15410086
chr1	15727588	15727599
chr1	15807576	15807601
chr1	15928638	15928658
chr1	15945138	15945173
chr1	16017881	16017921
chr1	16133512	16133523
chr1	16971521	16971548
chr1	16986505	16986516
chr1	17438486	17438500
chr1	17618490	17618508
chr1	17619346	17619357
chr1	18700798	18700809
chr1	18955810	18955821
chr1	18956232	18956278
chr1	19096627	19096648
chr1	19138036	19138053
chr1	19140880	19140891
chr1	19141748	19141769
chr1	19882643	19882657
chr1	20319487	20319501
chr1	20553764	20553791
chr1	20664696	20664707
chr1	20745591	20745614
chr1	20862280	20862291
chr1	21176227	21176280
chr1	21176304	21176320
chr1	21176527	21176538
chr1	21176568	21176611
chr1	21573737	21573748
chr1	21575814	21575825
chr1	21706893	21706904
chr1	21869497	21869534
chr1	21937172	21937194
chr1	22512068	22512083
chr1	22563682	22563700
chr1	22644065	22644090
chr1	22711009	22711029
chr1	23019614	23019637
chr1	23082431	23082446
chr1	23193707	23193729
chr1	23754117	23754128
chr1	23868228	23868239
chr1	24157695	24157714
chr1	24662667	24662681
chr1	24666907	24666918
chr1	24929788	24929804
chr1	25758618	25758629
chr1	25800345	25800366
chr1	25805165	25805176
chr1	26023042	26023057
chr1	26161955	26161978
chr1	26164356	26164367
chr1	26164401	26164428
chr1	26201569	26201583
chr1	26282311	26282418
chr1	26344160	26344179
chr1	26696449	26696465
chr1	26696486	26696497
chr1	26696517	26696537
chr1	26696650	26696681
chr1	26696766	26696784
chr1	26696881	26696905
chr1	26696960	26696971
chr1	26697421	26697446
chr1	26731236	26731247
chr1	26773691	26773714
chr1	26774428	26774439
chr1	26779185	26779199
chr1	26826949	26827006
chr1	26942666	26942702
chr1	26993851	26993862
chr1	27297072	27297107
chr1	27322233	27322244
chr1	27374756	27374767
chr1	27394731	27394742
chr1	27547953	27547964
chr1	27548842	27548862
chr1	27551504	27551521
chr1	28592623	28592646
chr1	29148702	29148721
chr1	29148779	29148805
chr1	29149169	29149202
chr1	30716307	30716318
chr1	30723499	30723510
chr1	30908467	30908485
chr1	30908506	30908548
chr1	30966168	30966189
chr1	30981346	30981357
chr1	31182535	31182546
chr1	31348891	31348912
chr1	31364146	31364181
chr1	31424799	31424810
chr1	31433043	31433057
chr1	31756127	31756138
chr1	31756261	31756272
chr1	32190078	32190089
chr1	32204274	32204285
chr1	32248491	32248512
chr1	32377972	32377983
chr1	32471038	32471082
chr1	32485224	32485238
chr1	32600378	32600398
chr1	32770013	32770030
chr1	32964394	32964408
chr1	33181162	33181176
chr1	33280175	33280196
chr1	33280217	33280228
chr1	33332307	33332318
chr1	33494345	33494366
chr1	34164961	34164988
chr1	34177796	34177807
chr1	34904680	34904714
chr1	34982034	34982045
chr1	34988191	34988202
chr1	35019389	35019400
chr1	35574254	35574265
chr1	35738059	35738073
chr1	35751314	35751341
chr1	35751368	35751393
chr1	36100183	36100213
chr1	36138195	36138212
chr1	36171030	36171041
chr1	36301601	36301624
chr1	36322545	36322568
chr1	37481625	37481636
chr1	37537767	37537786
chr1	37561600	37561611
chr1	37612795	37612815
chr1	37700471	37700491
chr1	37794378	37794410
chr1	38045412	38045429
chr1	38046030	38046041
chr1	38046060	38046071
chr1	38046125	38046136
chr1	38046231	38046245
chr1	38046415	38046429
chr1	38046497	38046508
chr1	38046632	38046662
chr1	38859526	38859537
chr1	38859538	38859557
chr1	38991512	38991523
chr1	39251927	39251938
chr1	39322996	39323007
chr1	39413996	39414007
chr1	39414152	39414163
chr1	39563686	39563706
chr1	40239773	40239784
chr1	40248036	40248047
chr1	40861961	40861972
chr1	41016140	41016159
chr1	41028289	41028300
chr1	41382134	41382145
chr1	41580435	41580446
chr1	41580869	41580880
chr1	42153502	42153513
chr1	42410105	42410116
chr1	42536529	42536545
chr1	42683238	42683252
chr1	42766611	42766622
chr1	42850704	42850715
chr1	43349322	43349333
chr1	43433121	43433132
chr1	43606275	43606291
chr1	43772031	43772047
chr1	43960248	43960259
chr1	43981335	43981356
chr1	43996013	43996024
chr1	44242022	44242033
chr1	45614111	45614122
chr1	45719225	45719236
chr1	46192367	46192381
chr1	46303163	46303174
chr1	46643274	46643285
chr1	46668334	46668349
chr1	47038674	47038685
chr1	47219968	47219979
chr1	47416494	47416511
chr1	47438930	47438947
chr1	47438990	47439014
chr1	47439163	47439181
chr1	50418869	50418880
chr1	50419101	50419130
chr1	50419474	50419485
chr1	50421481	50421504
chr1	51236861	51236872
chr1	52361541	52361561
chr1	53069872	53069895
chr1	53082115	53082151
chr1	53250745	53250756
chr1	53327838	53327874
chr1	53459890	53459901
chr1	53464678	53464695
chr1	53737812	53737823
chr1	53832517	53832531
chr1	54053123	54053134
chr1	54104541	54104562
chr1	54139956	54139973
chr1	54853567	54853578
chr1	55039880	55039902
chr1	55137549	55137563
chr1	55214868	55214883
chr1	58577094	58577124
chr1	58782452	58782467
chr1	61406618	61406635
chr1	62273214	62273225
chr1	62597997	62598008
chr1	63323841	63323852
chr1	63323924	63323958
chr1	64745175	64745203
chr1	64745231	64745254
chr1	66643582	66643596
chr1	66958125	66958161
chr1	70038417	70038432
chr1	70239486	70239497
chr1	74492140	74492151
chr1	74764058	74764074
chr1	75797175	75797192
chr1	76868592	76868628
chr1	77942121	77942132
chr1	77942470	77942481
chr1	77978931	77978960
chr1	84479303	84479314
chr1	84574316	84574351
chr1	86124911	86124929
chr1	86580213	86580249
chr1	89020598	89020609
chr1	89121843	89121854
chr1	89197176	89197187
chr1	89368663	89368674
chr1	89380548	89380559
chr1	90005223	90005234
chr1	90712478	90712489
chr1	90716825	90716839
chr1	90716905	90716916
chr1	91981671	91981691
chr1	92005281	92005292
chr1	92177178	92177200
chr1	92181080	92181091
chr1	92271554	92271565
chr1	93115075	93115086
chr1	93129300	93129311
chr1	93582542	93582553
chr1	93997948	93997959
chr1	96804837	96804868
chr1	98661875	98661892
chr1	99689608	99689619
chr1	100038244	100038255
chr1	100499223	100499234
chr1	100539014	100539025
chr1	100539686	100539704
chr1	103533839	103533856
chr1	107480789	107480800
chr1	108560434	108560445
chr1	108692677	108692691
chr1	108937180	108937191
chr1	109250114	109250128
chr1	109250114	109250155
chr1	109272916	109272946
chr1	109397765	109397776
chr1	109397822	109397836
chr1	109479453	109479498
chr1	110049194	110049205
chr1	110070372	110070386
chr1	110363896	110363907
chr1	110674769	110674780
chr1	111198704	111198715
chr1	111422982	111423001
chr1	112509401	112509412
chr1	113391048	113391059
chr1	113797957	113797974
chr1	113963480	113963491
chr1	114099211	114099222
chr1	114425489	114425513
chr1	114510931	114510948
chr1	114600931	114600945
chr1	115286100	115286111
chr1	115701245	115701321
chr1	116579648	116579687
chr1	145874826	145874837
chr1	145961327	145961338
chr1	146019626	146019643
chr1	147620853	147620864
chr1	147622289	147622300
chr1	149913671	149913682
chr1	149944731	149944742
chr1	149949720	149949731
chr1	150364723	150364734
chr1	150579018	150579029
chr1	151142572	151142593
chr1	151266041	151266052
chr1	151406138	151406157
chr1	151442163	151442174
chr1	151612259	151612270
chr1	151706232	151706272
chr1	151771137	151771148
chr1	151802637	151802648
chr1	151838219	151838230
chr1	151838413	151838442
chr1	152109230	152109244
chr1	152110481	152110497
chr1	152110656	152110667
chr1	152110763	152110781
chr1	152111732	152111743
chr1	152112324	152112335
chr1	152155369	152155380
chr1	152155405	152155416
chr1	152155441	152155452
chr1	152155549	152155560
chr1	152155693	152155704
chr1	152155729	152155740
chr1	152155801	152155812
chr1	152155909	152155920
chr1	152156161	152156172
chr1	152156233	152156244
chr1	152515484	152515503
chr1	152515606	152515617
chr1	152686880	152686976
chr1	152776407	152776491
chr1	152910955	152910966
chr1	152971900	152971926
chr1	152985279	152985290
chr1	153032394	153032405
chr1	153150090	153150101
chr1	153261010	153261041
chr1	153261387	153261398
chr1	153261639	153261659
chr1	153261784	153261798
chr1	153607537	153607559
chr1	153645100	153645118
chr1	153679141	153679188
chr1	153679148	153679188
chr1	153728662	153728673
chr1	153728692	153728710
chr1	153775510	153775551
chr1	153776138	153776149
chr1	153790013	153790027
chr1	153934797	153934847
chr1	153941400	153941414
chr1	153951449	153951473
chr1	154273388	154273403
chr1	154501514	154501531
chr1	154501838	154501849
chr1	154575817	154575840
chr1	154575881	154575892
chr1	154708110	154708125
chr1	154869723	154869766
chr1	154869841	154869879
chr1	154945032	154945048
chr1	154945635	154945646
chr1	155015360	155015371
chr1	155046390	155046401
chr1	155078956	155078976
chr1	155181950	155181991
chr1	155200056	155200067
chr1	155300200	155300211
chr1	155326717	155326728
chr1	155763438	155763466
chr1	155764918	155764929
chr1	155795129	155795143
chr1	155916631	155916642
chr1	155917585	155917615
chr1	155933704	155933715
chr1	155942382	155942393
chr1	156076896	156076914
chr1	156081745	156081779
chr1	156136352	156136363
chr1	156556536	156556547
chr1	156595289	156595300
chr1	156625238	156625249
chr1	156647654	156647665
chr1	156651485	156651520
chr1	156652346	156652382
chr1	156656325	156656336
chr1	156669438	156669449
chr1	156910710	156910721
chr1	157097875	157097886
chr1	157689825	157689847
chr1	157700466	157700477
chr1	158331411	158331422
chr1	159171786	159171806
chr1	159192626	159192643
chr1	159854855	159854866
chr1	159855981	159855992
chr1	159923440	159923457
chr1	159927418	159927429
chr1	159928718	159928729
chr1	159929654	159929665
chr1	159936759	159936777
