281553	281568	280083	281839
281785	281799	280083	281839
314578	314593	314551	314620
369845	369869	369803	369954
397347	397364	396969	397445
428482	428493	428474	428639
534295	534306	534211	534322
592586	592597	592558	592674
608777	608788	607065	609720
615069	615089	614871	615259
618029	618040	617953	618111
618680	618691	618598	619180
627109	627125	627072	627143
637362	637432	637304	637589
694950	695003	694758	695047
703685	703696	703674	703735
798223	798237	797625	798273
822001	822015	821957	822023
828645	828656	828607	828772
829470	829490	829359	829540
831640	831660	831534	831709
864443	864457	864436	864511
994135	994146	994071	994245
1016919	1016930	1015761	1018770
1031638	1031656	1031618	1031733
1241736	1241752	1240850	1251743
1585143	1585204	1584412	1585249
1835363	1835381	1835295	1835459
1835441	1835452	1835295	1835459
1866610	1866621	1866474	1866911
1933800	1933811	1933753	1933837
1934349	1934360	1934331	1934445
1934388	1934399	1934331	1934445
2299580	2299591	2299455	2299707
2407883	2407894	2407758	2407912
2411498	2411516	2411351	2411526
2585246	2585267	2585211	2585307
3228196	3228207	3227860	3228799
3664128	3664139	3664091	3664189
3667413	3667430	3667231	3667764
3712675	3712686	3712563	3712728
4086694	4086730	4086476	4086861
4915628	4915639	4914718	4915663
5301638	5301649	5301013	5301946
5508688	5508702	5507590	5509558
5634727	5634745	5634630	5634861
6217467	6217478	6217370	6218150
6390700	6390749	6390598	6390916
6410833	6410876	6410626	6411347
6481525	6481550	6481516	6481555
6557384	6557404	6556682	6558297
6602106	6602122	6601851	6602215
6630258	6630269	6629998	6630863
6641515	6641540	6639816	6641613
6795672	6795683	6794724	6795708
7668534	7668548	7668511	7668561
8039668	8039679	8039644	8039692
8096711	8096734	8096684	8096806
8474715	8474729	8474714	8474905
8715513	8715524	8715476	8715818
8925643	8925661	8925462	8926107
8929469	8929480	8929376	8929533
9091445	9091485	9091395	9091528
9178250	9178261	9178131	9178366
9265050	9265061	9264960	9265069
9438248	9438280	9438079	9438285
9574033	9574063	9573933	9574509
10580533	10580544	10580454	10580589
10773256	10773267	10773126	10773273
10775231	10775242	10775206	10775303
12294798	12294842	12293560	12294857
12319756	12319767	12319695	12319811
13009782	13009806	13009576	13011100
13010467	13010497	13009576	13011100
14262883	14262894	14262711	14262975
14507706	14507720	14507655	14507766
14971128	14971139	14971106	14971192
18105983	18106001	18105906	18106041
18106012	18106023	18105906	18106041
18609900	18609911	18609860	18609954
19879929	19879946	19879868	19880127
20080186	20080197	20080063	20080209
20156405	20156416	20156213	20156573
20363836	20363847	20363811	20363912
26599665	26599676	26599549	26599714
26703577	26703588	26703530	26703671
27362902	27362955	27362835	27363194
30011371	30011382	30010716	30012678
30012267	30012312	30010716	30012678
30012482	30012496	30010716	30012678
31789839	31789850	31789629	31790019
31789913	31789939	31789629	31790019
32434939	32434978	32434699	32435360
32435073	32435084	32434699	32435360
32853451	32853462	32853295	32853527
32893161	32893197	32893125	32893334
32893258	32893317	32893125	32893334
32893258	32893275	32893125	32893334
33141646	33141660	33141579	33141762
33583410	33583427	33583337	33583501
33667953	33667964	33667872	33668154
33700455	33700476	33700244	33700740
33742017	33742061	33741907	33742084
33742026	33742048	33741907	33742084
33869482	33869511	33869345	33869586
35198215	35198226	35198147	35198246
36446378	36446389	36446299	36446440
43942716	43942731	43942265	43943273
44309714	44309774	44309596	44310062
44585272	44585291	44585202	44585292
45900165	45900176	45900137	45900452
45900345	45900385	45900137	45900452
45914405	45914416	45914315	45914468
45922924	45922947	45922882	45923167
45923138	45923157	45923057	45923167
45979805	45979816	45979759	45979966
46371722	46371733	46371703	46371775
46374687	46374698	46374603	46374839
46382791	46382805	46382586	46382813
46744083	46744094	46744022	46744265
46770964	46770975	46770787	46770982
47274853	47274864	47274562	47275159
47337550	47337561	47337390	47337579
47350576	47350595	47350501	47350615
47358726	47358740	47358598	47359006
47358948	47358962	47358843	47359006
47412365	47412376	47412345	47412467
47475407	47475418	47475335	47475521
47579094	47579105	47579091	47579158
47590320	47590341	47589820	47590810
47723027	47723069	47722975	47723316
47731477	47731488	47731373	47731561
47744087	47744098	47743952	47744163
47746285	47746296	47746055	47746394
47767111	47767122	47767068	47767288
47980972	47980997	47980912	47981008
55935747	55935761	55935455	55936400
56093959	56093970	56093307	56094240
56093998	56094009	56093307	56094240
57300546	57300557	57300539	57300600
57326461	57326472	57326406	57326478
57326707	57326718	57326702	57326889
57326866	57326877	57326702	57326889
57332984	57332995	57332958	57333149
57598231	57598242	57598168	57598321
57598301	57598315	57598270	57598328
57704047	57704062	57704037	57704106
57704302	57704329	57704301	57704396
57704348	57704373	57704301	57704396
58579465	58579476	58579281	58579622
58610950	58610976	58610949	58611054
59615499	59615510	59615302	59615664
60317965	60317979	60317864	60318080
60468377	60468396	60468249	60468468
60852694	60852705	60852534	60853722
60930548	60930562	60930509	60930659
60936313	60936340	60935863	60936907
61241235	61241246	61241226	61241282
61281142	61281153	61280792	61281235
61322295	61322312	61322295	61322412
61416293	61416307	61416178	61416519
61523218	61523229	61523074	61523274
61743628	61743639	61743531	61744489
61766126	61766137	61766116	61766221
61811058	61811069	61811009	61811075
61840413	61840424	61840381	61840531
61959531	61959542	61959497	61959578
62148541	62148552	62148475	62148554
62611153	62611164	62611086	62611347
62648747	62648758	62647019	62649999
62669700	62669711	62669640	62670031
62690437	62690474	62690366	62690521
62726895	62726934	62726618	62727156
62727008	62727019	62726618	62727156
62752149	62752160	62752089	62753715
62910381	62910392	62909737	62911100
63382199	63382209	63382158	63382277
63681711	63681722	63681636	63681778
63763764	63763775	63763417	63763869
63764042	63764083	63764037	63764598
63764434	63764458	63764181	63764598
63765843	63765882	63765806	63766304
63818234	63818259	63818215	63818365
64211094	64211115	64211051	64211171
64237578	64237595	64237520	64237655
64343556	64343574	64343506	64343615
64599794	64599805	64599675	64599890
64607394	64607405	64607195	64608082
64607919	64607943	64607195	64608082
64642669	64642738	64642538	64642803
64642669	64642704	64642538	64642803
64713640	64713661	64712969	64713699
64766963	64766974	64766899	64767079
64767031	64767048	64766899	64767079
64767621	64767632	64767570	64767844
64778026	64778058	64777986	64778392
64778244	64778255	64777986	64778392
65090516	65090534	65090475	65090536
65120776	65120793	65120762	65120806
65125617	65125628	65125487	65125681
65321327	65321338	65320898	65321531
65394398	65394409	65394258	65394425
65400778	65400789	65400723	65400867
65557854	65557894	65557632	65557959
65581087	65581098	65581057	65581126
65585115	65585126	65584958	65585591
65585397	65585408	65584958	65585591
65607334	65607345	65607269	65607513
65636777	65636832	65636765	65636978
65862518	65862529	65862443	65862529
65919010	65919027	65918909	65919031
65919511	65919522	65919501	65919543
65966085	65966096	65966075	65966218
66052429	66052440	66052399	66052517
66070574	66070619	66070486	66070842
66422850	66422871	66422673	66422941
66539717	66539728	66539528	66539824
66546992	66547010	66546937	66547084
66551110	66551124	66551052	66551124
66625203	66625220	66624213	66625678
66688264	66688275	66688168	66688311
66691379	66691390	66691283	66691658
66693362	66693373	66693185	66693446
66849806	66849817	66849610	66849859
66857760	66857774	66857744	66859093
67250596	67250627	67250085	67250798
67302280	67302291	67302118	67302332
67311765	67311801	67311590	67311887
67419600	67419611	67419486	67419661
67436216	67436242	67435732	67436350
67522653	67522676	67522545	67522716
68003748	68003762	68003656	68003798
68173900	68173911	68173882	68173913
68933879	68933890	68933794	68933913
69296334	69296371	69295624	69296392
69651208	69651235	69651117	69651282
70420435	70420453	70420399	70420510
70485919	70485930	70485313	70487720
71929073	71929096	71929061	71929124
71994762	71994779	71994718	71994852
72110151	72110216	72110070	72110261
72238056	72238067	72238041	72238353
72240017	72240028	72239748	72240198
72642277	72642293	72642253	72642376
72712215	72712226	72712195	72712339
