242125	242136	242020	242139
345037	345048	344998	345110
366334	366345	366274	366411
689501	689518	689493	689578
1737064	1737082	1737050	1737150
5373742	5373761	5373720	5374206
5373931	5373942	5373720	5374206
5756694	5756705	5756612	5756738
5977425	5977445	5977404	5977597
7171033	7171044	7170927	7171056
7703465	7703476	7703434	7703518
7964454	7964488	7963922	7965742
7965182	7965204	7963922	7965742
11943143	11943154	11943063	11943168
11948431	11948446	11948368	11948508
12035075	12035086	12035058	12035423
13656924	13656938	13656635	13657522
13657134	13657160	13656635	13657522
14521918	14521945	14521893	14522019
15212988	15212999	15212914	15214601
17454195	17454216	17454154	17454255
17693289	17693300	17693221	17693312
17714617	17714628	17714542	17714780
17879722	17879733	17879720	17879821
18140773	18140784	18140736	18140856
21516489	21516500	21515095	21517822
21516537	21516589	21515095	21517822
21516769	21516814	21515095	21517822
21516876	21516917	21515095	21517822
21517091	21517150	21515095	21517822
21517322	21517346	21517153	21517822
21651689	21651710	21651672	21651768
22003318	22003368	22003212	22003434
23192812	23192827	23192530	23193314
23192960	23192992	23192530	23193314
23439710	23439737	23439457	23440903
24533196	24533211	24533069	24533237
24543711	24543730	24542882	24544481
24546172	24546201	24545826	24546324
26567149	26567172	26566960	26567488
26567281	26567349	26566960	26567488
26567281	26567330	26566960	26567488
26567287	26567304	26566960	26567488
26751695	26751709	26751597	26751783
27038021	27038035	27037870	27038054
27048877	27048908	27048800	27048979
27240446	27240457	27240318	27240493
29533042	29533086	29532528	29533458
30027572	30027606	30026102	30029866
31527076	31527098	31526671	31527264
32034751	32034768	32034689	32034838
34331131	34331142	34331116	34331344
35045546	35045561	35045465	35045709
35640325	35640377	35639344	35641429
35640783	35640801	35639344	35641429
35640812	35640852	35639344	35641429
35640915	35640943	35639344	35641429
43077295	43077323	43077258	43077331
47300696	47300713	47300651	47300970
48970226	48970240	48970130	48970289
49323928	49323939	49322545	49326853
49524093	49524113	49524032	49524777
49524279	49524298	49524032	49524777
49739681	49739692	49739660	49739839
50809901	50809923	50809893	50810042
51697887	51697898	51697698	51699549
51698891	51698920	51697698	51699549
53808810	53808828	53808691	53809546
53809142	53809153	53808691	53809546
53822419	53822481	53821857	53823358
53822990	53823001	53821857	53823358
53827432	53827459	53827392	53827548
54317398	54317409	54317270	54317441
56358653	56358671	56358555	56358724
58789903	58789914	58789681	58789933
59906297	59906331	59906121	59906424
60068946	60069000	60068636	60076448
60073693	60073704	60068636	60076448
60733297	60733315	60733262	60733319
62813711	62813742	62813206	62814468
