145605	145628	145414	145692
229697	229720	229277	229771
277069	277080	277043	277145
297967	297978	297586	298798
298047	298058	297586	298798
326558	326575	325924	326872
388244	388255	388010	388301
420875	420886	420870	421031
609772	609783	609712	610237
610025	610036	609712	610237
610040	610076	609712	610237
664215	664241	663670	664461
1297196	1297207	1297144	1297252
2102970	2102981	2102890	2103365
2815677	2815688	2815537	2815775
3035891	3035909	3035789	3035941
3044445	3044456	3044414	3044568
3045700	3045717	3045685	3045736
3228336	3228347	3228258	3228428
3471359	3471373	3471107	3471517
3663361	3663380	3663353	3663399
3681940	3681967	3681907	3682004
3693036	3693047	3692861	3693131
3784871	3784917	3784683	3786483
3908003	3908021	3907925	3908278
4248656	4248673	4247846	4248957
4248792	4248807	4247846	4248957
4699380	4699499	4699220	4699982
4795846	4795864	4795814	4795966
5922631	5922652	5922334	5924100
6041633	6041660	6041021	6042246
6052770	6052781	6052144	6052799
6112557	6112568	6112476	6112623
8722383	8722394	8722353	8722421
8757162	8757173	8757045	8757178
9472834	9472845	9472789	9472847
11918380	11918405	11918275	11918601
13221797	13221826	13221776	13221914
13776045	13776085	13775872	13776270
16737324	16737358	16737260	16737401
18024645	18024656	18024635	18024952
18056794	18056835	18056656	18056877
19212876	19212898	19212842	19212984
19990258	19990269	19990005	19990311
20368420	20368440	20368267	20369800
20368688	20368703	20368267	20369800
20591238	20591249	20591176	20591314
21339063	21339080	21339043	21339088
21396154	21396186	21395910	21396533
21396422	21396433	21395910	21396533
21397131	21397174	21396957	21397399
21705897	21705911	21705712	21705998
21705943	21705971	21705712	21705998
22582035	22582062	22581849	22583154
22582192	22582203	22581849	22583154
23086152	23086174	23084258	23086192
23365274	23365303	23364383	23365747
23365315	23365326	23364383	23365747
23440295	23440306	23440267	23440486
23568401	23568412	23568210	23568450
23879641	23879652	23879445	23879676
24543547	24543562	24543097	24543577
25057940	25057958	25057768	25058102
25476867	25476878	25476042	25477089
31389211	31389222	31389024	31389230
31640042	31640062	31639932	31640097
31845204	31845218	31844549	31845542
31968271	31968285	31968175	31968759
32019090	32019104	32018942	32019409
32019131	32019142	32018942	32019409
32019220	32019254	32018942	32019409
32031240	32031256	32031000	32031314
32310960	32310975	32309777	32311181
32358789	32358800	32358775	32358832
32429944	32429955	32429900	32430053
32447733	32447751	32447595	32447816
33083049	33083070	33082937	33083874
33217612	33217626	33217536	33217663
33663691	33663702	33663531	33663867
33674282	33674305	33674223	33674352
33753214	33753293	33753171	33753423
33753214	33753239	33753171	33753423
34077047	34077124	34077027	34077245
34077060	34077071	34077027	34077245
34105498	34105521	34105367	34105545
34440223	34440243	34440154	34440344
34710066	34710077	34710057	34710307
34743164	34743186	34740362	34743341
34743213	34743224	34740362	34743341
34749442	34749453	34749402	34750519
34757893	34757973	34757219	34758104
34757900	34757973	34757219	34758104
34863493	34863504	34863312	34863548
35226774	35226798	35226738	35226984
35226840	35226859	35226738	35226984
35226891	35226910	35226738	35226984
35226928	35226945	35226738	35226984
35277780	35277815	35277713	35277929
35277854	35277880	35277713	35277929
35467439	35467450	35467303	35467555
35497934	35497955	35497808	35498067
35652813	35652848	35652523	35655322
35913314	35913343	35913248	35913347
36205939	36205950	36205848	36207780
36436114	36436125	36436108	36436350
36607914	36607927	36607889	36607935
36752797	36752815	36752787	36752897
36877944	36877962	36877898	36878054
38057577	38057588	38057531	38057644
38926680	38926699	38926442	38926925
40688436	40688460	40687878	40688850
41061400	41061452	41061393	41061490
41081205	41081239	41081164	41081240
41184990	41185008	41184925	41185201
41355969	41356004	41355895	41356034
41366619	41366630	41366467	41366634
41404763	41404783	41404592	41405489
41421004	41421039	41420507	41422079
42084702	42084713	42084681	42084845
44054352	44054370	44054350	44054526
44424133	44424149	44424017	44424379
45312278	45312312	45312220	45312395
45409998	45410017	45409931	45410140
45629854	45629865	45629813	45629904
45685941	45685952	45685901	45685992
45834377	45834412	45834206	45834468
45834377	45834409	45834206	45834468
45891582	45891593	45891568	45891805
45891599	45891624	45891568	45891805
45967613	45967633	45967493	45967634
45967822	45967833	45967733	45968027
45967932	45967949	45967733	45968027
46022940	46023031	46022929	46023071
46174836	46174901	46174505	46175077
46251216	46251234	46251039	46251294
46350421	46350432	46350393	46350524
46546186	46546197	46545326	46546329
47238806	47238845	47238757	47239138
47625396	47625407	47625380	47625481
47651070	47651157	47650981	47651276
47651071	47651159	47650981	47651276
49224967	49224984	49224953	49224991
49271144	49271155	49269941	49271750
49850773	49850797	49850761	49850844
50191075	50191089	50191033	50192071
50191335	50191359	50191033	50192071
50191520	50191547	50191033	50192071
51802331	51802350	51802278	51802408
53253546	53253562	53253498	53256563
53489095	53489106	53488977	53489202
57659636	57659665	57659542	57659697
57659666	57659677	57659542	57659697
57709537	57709554	57709473	57709582
58840433	58840535	58840106	58840844
58890155	58890216	58889880	58890738
58890253	58890277	58889880	58890738
58890276	58890287	58889880	58890738
58891853	58891864	58891726	58891865
59301499	59301565	59301409	59301722
59895574	59895585	59895436	59895597
59958756	59958793	59958726	59958795
62065254	62065302	62064450	62065810
62065368	62065389	62064450	62065810
62065684	62065695	62064450	62065810
62219887	62219914	62219720	62219970
62407016	62407027	62406914	62407276
62798990	62799026	62798974	62799049
62804889	62804930	62804859	62805030
62817091	62817114	62817064	62817142
62861163	62861181	62861023	62861670
63006479	63006493	63006048	63006774
63202298	63202312	63202286	63203807
63236286	63236304	63236096	63236445
63346747	63346758	63346737	63346863
63361113	63361136	63361089	63361165
63661469	63661484	63661297	63661496
63708933	63708964	63708863	63709164
63741921	63741932	63741868	63742056
63742539	63742560	63742335	63742615
63742709	63742720	63742698	63742790
63869409	63869420	63869364	63869441
63930881	63930928	63930850	63931022
63978312	63978329	63978244	63978361
64049354	64049391	64049158	64049516
64049465	64049476	64049158	64049516
64076537	64076563	64076524	64076646
64219793	64219817	64219712	64219982
