473144	473161	472963	473382
473310	473321	472963	473382
491931	491942	491768	492071
524253	524281	524111	524322
640534	640549	640407	640604
665194	665212	665101	665296
891688	891716	891639	891854
1009178	1009189	1009178	1009214
1038314	1038358	1037804	1038373
1221749	1221760	1221700	1221904
1331826	1331837	1331802	1331883
1878383	1878402	1877968	1878792
1879540	1879567	1879503	1879832
2748896	2748915	2748344	2749052
2751182	2751206	2751164	2751413
5318191	5318202	5318133	5318281
6714407	6714425	6713983	6714699
6754900	6754913	6754750	6754945
7861722	7861736	7861645	7861773
11110871	11110890	11110857	11111043
11385090	11385114	11385024	11385229
11385163	11385186	11385024	11385229
13737477	13737488	13737251	13737495
14358274	14358285	14358177	14358347
14487500	14487563	14487463	14488260
14871177	14871192	14871066	14871447
16179079	16179096	16179038	16179575
16179121	16179142	16179038	16179575
16179468	16179494	16179038	16179575
16702943	16702982	16702924	16703158
17275235	17275246	17275216	17275900
19483436	19483447	19483300	19483552
31515060	31515071	31514993	31515219
32089953	32089967	32087130	32091175
32173882	32173893	32173809	32174034
32406910	32406962	32406773	32407021
32419846	32419861	32419820	32420103
32444238	32444265	32444228	32444328
32591653	32591664	32591562	32591687
33527237	33527253	33527187	33527366
35709022	35709042	35708947	35709129
36241576	36241587	36241498	36241798
37002663	37002674	37002661	37002765
37006369	37006380	37006356	37006588
37059001	37059042	37058902	37059165
37063823	37063838	37063789	37064023
37183535	37183546	37182759	37183699
37226967	37226978	37226303	37227073
37245583	37245594	37245478	37245598
40569457	40569472	40569403	40569581
41925344	41925355	41925309	41925498
44388613	44388630	44388484	44388682
44809332	44809366	44808962	44809563
45695871	45695908	45695668	45696093
50795389	50795407	50794852	50795417
51389906	51389917	51389645	51389932
53480831	53480848	53480791	53480876
55307414	55307434	55307386	55307573
56815576	56815587	56815573	56816055
56815743	56815754	56815573	56816055
56882022	56882047	56881569	56882866
56882750	56882761	56881569	56882866
59893360	59893401	59893167	59893622
59893413	59893431	59893167	59893622
60887441	60887452	60887439	60887520
